instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,notes,Unnamed: 31,Unnamed: 32,Unnamed: 33,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿ric.va.0001,﻿church,not recorded,English,,,,,,﻿Richmond,﻿Richmond,﻿VA,﻿VA,37.540549,-77.43524,,,,﻿tim_o-brien_901,﻿Rev.,﻿Timothy O'Brien,,,,,,,,1835,"﻿https://en.wikipedia.org/wiki/St._Peter%27s_Pro-Cathedral_(Richmond,_Virginia)#:~:text=Article-,St.,Sacred%20Heart%20in%201906%2C%20St. ; https://richmonddiocese.org/parishes/saint-peter/",,,,﻿,﻿,﻿Baltimore,Baltimore
﻿ric.va.0004,﻿church,not recorded,English,,,,,,﻿Petersburg,﻿Petersburg,﻿VA,﻿VA,37.227541,-77.406443,,,,﻿tim_o-brien_901,﻿Rev.,﻿Timothy O'Brien,,,,,,,,1835,﻿https://www.sjcpetersburg.com/,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿ric.va.0015,﻿church,not recorded,English,,,,,,﻿Norfolk,﻿Norfolk,﻿VA,﻿VA,36.847149,-76.282363,,,,﻿oth_borgess_901,﻿Rev. Mr.,﻿Borgess,,,,,,,,1835,﻿https://www.basilicaofsaintmary.org/history,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿ric.va.0017,﻿church,not recorded,English,,,,,﻿Norfolk County,﻿Portsmouth,﻿Portsmouth,﻿VA,﻿VA,36.835604,-76.303475,,,,﻿oth_borgess_901,﻿Rev. Mr.,﻿Borgess,,,,,,,,1835,﻿https://oldetowneportsmouth.com/listings/st-pauls-catholic-church/ ; https://www.clusterparishes.com/,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿ric.va.0010,﻿church,not recorded,English,,,,,﻿Bath County,﻿Bath,,﻿VA,,,,,,﻿[visited] once a month [by] Rev. Fr. Jamison,﻿fra_b_jamison_901,﻿Rev.,﻿Fr. Jamison,,,,,,,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿ric.va.0011,﻿church,not recorded,English,,,,,﻿Jefferson County,﻿Harper's Ferry,﻿Harper's Ferry,﻿VA,﻿WV,39.322723,-77.731312,,,﻿[visited] 3 Sundays [by] Rev. Francis Todrig,﻿fra_t_todrig_901,﻿Rev.,﻿Francis Todrig,,,,,,,,1835,﻿https://www.stjameswv.org/history-of-st-james-the-greater ; possible history to touch on in the future w/ a profile: http://www.histarch.illinois.edu/harper/StPeterhistory1.html#V,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿ric.va.0009,﻿church,not recorded,English,,,,,﻿Berkeley County,﻿Martinsburg,﻿Martinsburg,﻿VA,﻿WV,39.455404,-77.964527,,,﻿[visited] 3 Sundays [by] Rev. Francis Jamison,﻿fra_b_jamison_901,﻿Rev.,﻿Francis Jamison,,,,,,,,1835,"﻿https://en.wikipedia.org/wiki/Martinsburg,_West_Virginia#:~:text=The%20city%20of%20Martinsburg%20was,Legislature%20on%20March%2030%2C%201868.&text=Martinsburg%20became%20a%20center%20of%20the%20railroad%20industry%20and%20its%20workers. ; https://stjosephwv.org/",,,,﻿,﻿,﻿Baltimore,Baltimore
﻿ric.va.0012,﻿church,not recorded,English,,,,,,﻿Winchester,,﻿VA,﻿VA,39.18566,-78.163334,,,﻿[visited] once a month [by] Rev. Fr. Jamison,﻿fra_b_jamison_901,﻿Rev.,﻿Francis Jamison,,,,,,,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿whe.va.0001,﻿church,﻿St.James',English,,,,,﻿Ohio County,﻿Wheeling,﻿Wheeling,﻿VA,﻿WV,40.066459,-80.719532,,,,﻿jam_hœrner_901,﻿Rev.,﻿James Hœrner,,,,,,,,1835,﻿https://saintjosephcathedral.com/our-history/,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿whe.va.9000,﻿church,not recorded,English,,,,,﻿Jefferson County,﻿Shepherdstown,﻿Shepherdstown,﻿VA,﻿WV,39.429774,-77.808135,,,﻿visited occas.,﻿fra_t_todrig_901,﻿Rev.,﻿F. Todrig,,,,,,,,1835,﻿https://stagnesshepherdstown.org/our-history/,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.9013,﻿church,not recorded,English,,,,,,﻿Waterford,,﻿VA,﻿VA,,,,,﻿visited occas.,﻿fra_t_todrig_901,﻿Rev.,﻿F. Todrig,,,,,,,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0114,﻿church,﻿St. Patrick's,English,,,,,,﻿Washington,﻿Washington,﻿DC,﻿DC,38.897909,-77.025806,,,,﻿wil_matthews_901,﻿Very Rev.,﻿Wm. Matthews,,,,,,,,1835,﻿https://saintpatrickdc.org/our-history,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0114,﻿church,﻿St. Patrick's,English,,,,,,﻿Washington,﻿Washington,﻿DC,,38.897909,-77.025806,,,,﻿tim_figeac_901,﻿Rev.,﻿Timolean Figeac,,,,,,,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0116,﻿church,﻿St. Peter's,English,,,,,,﻿Washington,﻿Washington,﻿DC,﻿DC,38.885623,-77.003739,,,,﻿jos_van-horsigh_901,﻿Rev.,﻿J. Vanhorsigh,,,,,,,,1835,﻿https://saintpetersdc.org/home/history,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿ric.va.0005,﻿church,not recorded,English,,,,,,﻿Alexandria,﻿Alexandria,﻿DC,﻿VA,38.801887,-77.043812,,,,﻿joh_smith_901,﻿Rev.,﻿J. Smith,,,,,,,,1835,"﻿https://en.wikipedia.org/wiki/Basilica_of_St._Mary_(Alexandria,_Virginia) ; https://stmaryoldtown.org/history-founding",,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0124,﻿church,﻿Trinity Church,English,,,,,,﻿Georgetown,﻿Washington,﻿DC,﻿DC,38.90713,-77.07001,,,,﻿jam_lucas_901,﻿Rev.,﻿James Lucas,,,,,,,,1835,﻿https://trinity.org/jesuit-tradition/,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0127_03,﻿college,﻿St. Mary's College,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,,,,,,﻿joh_j_chanche_901,﻿Rev.,﻿John J. Chanche,,﻿President,,﻿student,﻿150 boarders,,,1835,﻿https://stmarys.edu/about/history/,"﻿Hebrew, Greek, Latin, English, French, Spanish, Poetry, Rhetoric, Natural Philosophy, Moral Philosophy, Mathematics, Georgraphy, Writing, Book-keeping, Music, Drawing, Dancing",﻿1805 by the Legislature of Maryland,﻿Master of Arts,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0154,﻿college,﻿Georgetown College,English,,,,,,,﻿Washington,﻿DC,﻿DC,38.90735,-77.073407,,,,﻿tho_f_mulledy_901,﻿Rev.,﻿Thomas F. Mulledy,﻿D. D.,﻿President,,,,,,1835,,"﻿English Grammar, French Grammar, Latin Grammar, Caligraphy, Arithmatic, History, Poetry, Mathematics, Mythology, Rhetoric, Logic, Moral Philosophy, Musi, Drawing, Dancing, Italian, Spanish, German",﻿1815 by Congress,﻿Master of Arts,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0157,﻿college,﻿Mount St. Mary's,English,"﻿Principal, Vice Principal, nine Professors, several associate Professors, Prefects, and assistant Tutors",,,,﻿Frederick County,﻿Emmittsburg,﻿Emmittsburg,﻿MD,﻿MD,39.681441,-77.353858,,,,﻿tho_r_butler_901,﻿Rev.,﻿Thomas Butler,,﻿President,,﻿religious,﻿5 sisters,﻿Sisters of Charity,,1835,﻿https://msmary.edu/about/our-history.html,"﻿Hebrew, Greek, Latin, English, French, Spanish, German, Georgraphy, Mathematics, History, Poetry, Rhetoric, Moral and Natural Philosophy, Chemistry, Grammar,",﻿1830 by General Assembly of Maryland,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0133,﻿novitiate,﻿Novitiate of The Society of Jesus,English,,,,,,﻿Frederick City,,﻿MD,﻿MD,,,,,,﻿fid_grivel_901,﻿Rev.,﻿Fidelis Grivel,,﻿Superior,,﻿novices,﻿18 novices,,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0127_02,﻿seminary,﻿Theological Seminary,English,,,,,,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,,,,,,﻿lew_r_deluol_901,﻿Very Rev.,﻿Lewis R. Deluol,﻿D. D.,,,,,﻿Sulpitian Society,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0157_02,﻿seminary,﻿Theological Seminary,English,,﻿Mount St. Mary's,,,﻿Frederick County,﻿Emmitsburg,﻿Emmitsburg,﻿MD,﻿MD,39.681441,-77.353858,,,,,,,,,,,,,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.9005,﻿seminary,﻿Seminary of St. John the Evangelist,English,,,,,﻿Frederick County,﻿Fredericktown,﻿Frederick,﻿MD,﻿MD,39.341563,-77.427587,,,,﻿joh_mcelroy_001,﻿Rev.,﻿John McElroy,,,,,,,,1835,﻿https://www.saintjohnsprep.org/about-sjcp/history,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0165,﻿academy,﻿Ladies Academy of the Visitation of B.V. Mary,English,,,,,,﻿Georgetown,﻿Washington,﻿DC,﻿DC,38.90931,-77.069761,,,,,,,,﻿Directress of Academy,,,,﻿Order of St. Francis,,1835,﻿https://www.visi.org/our-mission/history-of-georgetown-visitation,"﻿Orthography, Reading, Writing, Arithmetic, Grammar, Engish Composition, Sacred and Profane History, Ancient and Modern Chronology, Mythology, Philosophy and Chemistry, Rhetoric, Versification, Poetic Composition, Geography, Astronomy, Use of Maps and Globes, French, Spanish, Music (Piano Forte, Vocal Music), Painting (water colors, velvet), Plain and Ornamental Needle Work, Tapestry, Lace Work, Embroidery on Bobbinet, Bead Work, Domestic Economy",,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0219,﻿academy,﻿St. Joseph's Academy,English,﻿for Young Ladies,﻿St. Joseph's Valley,,﻿Frederick County,﻿Frederick County,﻿Emmitsburg,﻿Emmitsburg,﻿MD,﻿MD,39.694039,-77.324692,,,,,,,,,,﻿boarder,﻿200 boarders,﻿Sisters of Charity (Society of Ladies),,1835,﻿https://docarchivesblog.org/2022/01/31/st-josephs-school-before-st-josephs-academy/ ; https://www.emmitsburg.net/archive_list/articles/places/schools/st_joes_college_2.htm,"﻿English, French, Spanish, Orthopgraphy, Grammar, Composition, Writing, Practical and Rational Arithmetic, Book-keeping, Georgraphy, History, Moral and Natural Philosophy, Astronomy, Chemistry, Music, Drawing, Painting on Velvet, Embroidery, Plain and Fancy Needle-work",﻿incorporated by the General Assembly of Maryland in the year 1816,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0139,﻿convent,﻿Carmelite Convent,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.422118,-76.602889,,,,,,,,,,,,﻿Order of the Carmelites,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0139_02,﻿academy,﻿Carmelite Sisters' Academy,English,,﻿Aisquith-street,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.422118,-76.602889,,,,,,,,,,,,,,1835,﻿https://archives.baltimorecarmel.org/,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.9015,﻿academy,﻿Mother House of the Sisters of Charity,English,,﻿St. Joseph's,,,﻿Frederick County,﻿Emmitsburg,﻿Emmitsburg,﻿MD,﻿MD,,,,,,﻿joh_f_hickey_001,﻿Rev.,﻿John Francis Hickey,,﻿Superior,,,,﻿Sisters of Charity,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.9015,﻿academy,﻿Mother House of the Sisters of Charity,English,,﻿St. Joseph's,,,﻿Frederick County,﻿Emmitsburg,﻿Emmitsburg,﻿MD,,,,,,,,﻿Mrs.,﻿Rose White,,﻿Mother Superiour,,,,﻿Sisters of Charity,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.9016,﻿orphan asylum,﻿St. Mary's Orphan Asylum,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.295205,-76.614651,,,,,,,,,,﻿religious,﻿4 sisters,﻿Sisters of Charity,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0238,﻿infirmary,﻿Baltimore Infirmary,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.291,-76.6216,,,,,,,,,,﻿religious,﻿8 sisters,﻿Sisters of Charity,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.9017,﻿hospital,﻿Maryland Hospital,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.26,-76.72,,,,,,,,,,﻿religious,﻿6 sisters,﻿Sisters of Charity,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.9018,﻿asylum,﻿St. John's Asylum,English,,,,,﻿Cecil County,﻿Frederick City,,﻿MD,﻿MD,39.416064,-77.407648,,,,,,,,,,﻿religious,﻿7 sisters,﻿Sisters of Charity,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.9018_02,﻿boarding academy,﻿St. John's Boarding Academy,English,,,,,﻿Cecil County,﻿Frederick City,,﻿MD,﻿MD,39.416064,-77.407648,,,,,,,,,,﻿religious,﻿7 sisters,﻿Sisters of Charity,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.9018_03,﻿pay school,﻿St. John's Pay School,English,,,,,﻿Cecil County,﻿Frederick City,,﻿MD,﻿MD,39.416064,-77.407648,,,,,,,,,,﻿religious,﻿7 sisters,﻿Sisters of Charity,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.9018_04,﻿free school,﻿St. John's Free School,English,,,,,﻿Cecil County,﻿Frederick City,,﻿MD,﻿MD,39.416064,-77.407648,,,,,,,,,,﻿religious,﻿7 sisters,﻿Sisters of Charity,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0232,﻿asylum and day school,﻿St. Vincent's Asylum,English,,,,,,﻿Washington,,﻿DC,﻿DC,38.89789,-77.025757,,,,,,,,,,﻿religious,﻿5 sisters,﻿Sisters of Charity,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0232_02,﻿day school,﻿St. Vincent's Day School,English,,,,,,﻿Washington,,﻿DC,﻿DC,38.89789,-77.025757,,,,,,,,,,﻿religious,﻿5 sisters,﻿Sisters of Charity,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.9022,﻿academy,﻿St. F. Xavier's Academy,English,,,,,,﻿Alexandria,,﻿DC,﻿VA,,,,,,,,,,,,﻿religious,﻿6 sisters,﻿Sisters of Charity,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.9023,﻿school,﻿School for Coloured Girls,English,,﻿Richmond Street,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,,,,,,,,,,,,,,﻿Sisters of Providence,,1835,﻿est. 1829,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿wil.de.9000,﻿church,﻿St. John Baptist's,English,,"﻿at McSherrytown, Conewago",,,,,,,,,,,,,,,,,,,,,,,1835,,,,,﻿,﻿,﻿Baltimore,Baltimore
